publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
6/5/2021,"The Atlanta Fed recently concluded its annual Financial Markets Conference. A new Policy Hub: Macroblog post summarizes some of the discussions, which delved into the role of central banks in fostering a resilient economy. https://bit.ly/3fElq3D",718,25,15,0
6/3/2021,"How do we unlock experience-based job progression for millions of workers?

New insights from the Rework America Alliance describe actions we can take to build a more inclusive economy--and power an equitable recovery from the pandemic--by recognizing the capabilities acquired by workers through experience, particularly those workers who do not have a four-year college degree.

Check out the new insights and tools here: https://bit.ly/3fJ1cpK

#EveryonesEconomy",748,22,10,0
6/3/2021,"ðŸ“…  TODAY at 12:30pm ET: Join us virtually for the launch event of #WorkforceRealignedâ€”a new book from Social Finance, Federal Reserve Bank of Atlanta, and Federal Reserve Bank of Philadelphia on innovative #workforcedevelopment.

Register today: https://bit.ly/33LEzKy 

#publicpolicy #policy #futureofwork",1016,66,22,6
6/2/2021,Listen to this episode of the #WorkforceRealigned podcast series featuring Federal Reserve Bank of Atlanta president Raphael Bostic and Federal Reserve Bank of Minneapolis president Neel Kashkari. Both leaders discuss how we can realign the #workforcedevelopment system to focus on outcomes vs. outputs: https://bit.ly/2ShpttK,835,32,19,0
6/1/2021,"Join the 12 Federal Reserve District Banks for the sixth installment of the virtual series #RacismandtheEconomy, which examines the impacts of racism on #entrepreneurs of color. Join us on June 2, 12 p.m. ET. https://bit.ly/3oPKfws",1043,44,22,0
5/26/2021,"Money, and conflicts over money, are significant stressors. Take On Payments suggests mindfulness as a helpful tool for reducing stress when transactions become tangled. https://bit.ly/3bKrMfF",608,18,8,0
5/25/2021,Vulnerable Americans need access to workplace skills and opportunities that will prevent them from falling further behind. This Workforce Currents article in the Leading Workforce Resurgence series considers pathways to closing the â€œopportunity divide.â€ https://bit.ly/3hlg6DB #EveryonesEconomy,704,24,15,0
5/22/2021,"A year into the pandemic, expectations of what a â€œreturn to the workplaceâ€ looks like may have changed for businesses and their employees. This Policy Hub: Macroblog post examines office-using employment, vacancy rate, and rental rate trends. https://bit.ly/2Rww0Av",643,17,10,1
5/21/2021,"ICYMI: In a March webinar, Atlanta Fed and Federal Reserve Bank of Kansas City Community and Economic Development staff summarized findings from the Small Businesses of Color Recovery Guide. Guest speakers discussed their experiences as entrepreneurs or funders of small businesses of color. See all the webinar materials: https://bit.ly/341ZVTY #EveryonesEconomy",749,24,13,0
5/21/2021,"Just as the government mobilized a massive economic effort during WWII, the effort to manage the COVID-19 pandemic is enormous. What parallels can be drawn between then and now? This Policy Hub article looks at some economic implications to answer this question. https://bit.ly/3tYzIA4",626,19,9,0
5/20/2021,"ICYMI, Raphael Bostic recently delivered the commencement address at Jacksonville University's Davis College of Business.

ðŸ“œ Read: https://bit.ly/3tBoxx2
ðŸŽ¥ Watch: https://bit.ly/2R6oMmA

Photos: Laura Evans Photography",4573,380,99,3
5/20/2021,null,900,33,13,0
5/19/2021,"Our summer #interns have started at the Bank! For the second consecutive year, we are welcoming our #atlfedinterns remotely. We're excited for them to come on board. Learn more about Atlanta Fed careers: https://bit.ly/3frEKjn",2742,191,77,7
5/19/2021,"Using American Recovery and Reinvestment Act data, the authors of this working paper show that firms use their political connections to win stimulus grants and that public expenditure, when channeled through politically connected firms, hinders job creation. https://bit.ly/3tW6RwB",586,25,8,2
5/18/2021,Donâ€™t let yourself get reeled in! Phishers often simply throw out a baited hook to see what bites they get. Read Take On Payments for what it takes not to be the catch of the day. https://bit.ly/3bxZvsC,593,15,7,0
5/17/2021,NULL,1222,28,12,0
5/15/2021,Payments and commerce have seen wondrous changes over the past twenty years. Take On Payments remembers one shopping experience kids today may never experience. https://bit.ly/3vTob6C,566,12,7,1
5/15/2021,"Forecasting economic outcomes is challenging even under normal circumstances, and in the pandemic, it has become even more difficult. A Policy Hub: Macroblog post looks at the recent performance of GDPNow as an illustration of the challenge. https://bit.ly/3f7vzo7",560,16,10,0
5/14/2021,"The #atlfedREIN Birmingham Branch has established a Student Ambassador Program to engage high school students with the Atlanta Fed's goals of financial and economic education. Thank you to the participants, Birmingham City Schools, and Birmingham Education Foundation.

Learn more about #atlfedREIN's Birmingham Branch: https://bit.ly/3ydApsA",1364,77,33,4
5/14/2021,"ðŸ†• Proud to announce the formation of the Special Committee on Payments Inclusion, a new group that will work to advance access to safe and inclusive payments for all. https://bit.ly/2RVxggl #EveryonesEconomy #PaymentsInclusion",1349,100,29,6
5/14/2021,"The Atlanta Fed is an important part of the U.S. payments system, and weâ€™re looking for someone to be a key part of it! The vice president, app delivery services of the Atlanta Fedâ€™s Retail Payments Office (RPO) must possess a strong technical and people leadership background and be experienced in leading engineering solutions for cloud-based, distributed architecture, and in leading product management using the agile framework. This person will help ensure that RPO IT functions, processes, and priorities are aligned with RPO business goals and strategies. Apply at https://bit.ly/32SdpyS. Refer to job number 268365.",835,49,15,2
5/13/2021,Modern problems sometimes require old-fashioned solutions. Read Take On Payments to find out what ancient device finance professionals are using to fight business email compromise. https://bit.ly/3vLwAcf,443,9,3,0
5/12/2021,"The COVID-19 pandemic, e-commerce, and other challenges have contributed to rising retail mall vacancy rates. This Economy Matters article examines reasons behind this trend and prospects for repurposing retail mall space. https://bit.ly/3eZzLX7",596,10,5,0
5/12/2021,Learn how labor policy can support workers by creating career pathways during this Ask Us Anything webinar on May 19. The conversation will focus on the changes needed for a more efficient workforce development system. https://bit.ly/3tfiT3y,518,19,5,0
5/11/2021,Achieving the dream of home ownership is becoming more challenging as prices continue to rise. This Economy Matters article explores factors behind housing affordabilityâ€™s recent decline. https://bit.ly/3tkZazD,757,28,14,1
5/10/2021,"Pay is an important part of any compensation package, but it’s not the only aspect to consider. This month’s Financial Tips can help you navigate employee benefits that can have a big impact on your current and future financial well-being. https://bit.ly/3enAceO",528,11,4,0
5/9/2021,"In globally interconnected economies, developments elsewhere in the world can affect domestic U.S. bond yields. A new Policy Hub: Macroblog looks at recent dynamics to determine factors at work in the bond market. https://bit.ly/3tjXZ3e",554,22,9,0
5/8/2021,"Donâ€™t forget to set May 17-18 on your calendar for #FedFMC 2021, our marquee policy and research event. Sign up for conference info, check out the agenda, and more: https://bit.ly/3gXIvj3",523,19,11,1
